post_id	post_by	post_text	post_published	comment_id	comment_by	is_reply	comment_message	comment_published	comment_like_count
166283443520449_531837823568512	17bdf3818a49a7a0ae8fb12428da62e3c63cd2c0	Twitter @MarceLLourenco Para quem não viu o melhor momento político do Brasil hoje: Marina Silva une #Rede e PSB !!! E agora Dilma ??? #ForaPT	2013-10-07T10:43:52+0000	531837823568512_3385495	da2df2c27e828edfaa4f009b94ad93e4800a9a53	0	https://www.facebook.com/photo.php?fbid=682735211756365&set=o.166283443520449&type=1&ref=nf	2013-10-07T16:49:53+0000	0
166283443520449_246347802180679	ea18231b691b88cbcd38823c1ca0d33dcb83a1ad	ESTAREMOS PARTICIPANDO COM O OCUPA CÂMARA RIO A FAVOR DA CPI DOS ÔNIBUS. AMANHÃ ESTAREMOS PARTICIPANDO DA MANIFESTAÇÃO DE APOIO AOS PROFESSORES. VEJA NOSSA LUTA CONTRA AS EMPRESAS DE ONIBUS NO BLOG TRANSITOMAISHUMANO.BLOGSPOT.COM  JULGAMENTO DO RECURSO TERMINA EMPATADO_ O VOTO DE DESEMPATE SERÁ DADO NA PRÓXIMA TERÇA-FEIRA  I-                    ESTAMOS COMUNICANDO A TODOS QUE ACOMPANHAM NOSSA LUTA POR JUSTIÇA_ QUE O JULGAMENTO DO RECURSO  QUE FOI MARCADO PARA O DIA 17 DE SETEMBRO DE 2013 NA SEGUNDA CÂMARA CRIMINAL_ ONDE ESTIVEMOS PRESENTE_ FOI ADIADO PARA 01 DE OUTUBRO A PEDIDO DO RELATOR DES. JOSÉ MUINOS PINEIRO FILHO_ PARA QUE O MESMO TIRASSE ALGUMAS DÚVIDAS_ INCLUSIVE COM RELAÇÃO AO LOCAL DO ATROPELAMENTO ( TERMINAL DE EMBARQUE E DESEMBARQUE DE  PASSAGEIROS NO LARGO DA MISERICÓRDIA_ AO LADO DO TRIBUNAL DE JUSTIÇA DO RIO DE JANEIRO).  II-                   NO DIA 1 DE OUTUBRO_  DATA REMARCADA PARA O JULGAMENTO_ COMPARECEMOS NA SEGUNDA CÂMARA CRIMINAL. O RELATOR DESEMBARGADOR JOSÉ MUINOS PINEIRO FILHO ANTES DE DAR SEU VOTO   COMENTOU QUE   ESTEVE NO TERMINAL DE EMBARQUE E DESEMBARQUE DE PASSAGEIROS ONDE ACONTECEU  O ATROPELAMENTO E CONSTATOU QUE ALI NÃO HÁ LOCAL PRÓPRIO PARA QUE AS PESSOAS ACESSEM AO TERMINAL COM SEGURANÇA_ E QUE A DESORGANIZAÇÃO DOS ÔNIBUS NO TERMINAL É VISÍVEL E ASSUSTADORA_ INCLUSIVE SE COMPROMETEU A ENCAMINHAR OFICIO PEDINDO A EXTINÇÃO DAQUELE TERMINAL_ PARA QUE NÃO SE REPITA A TRAGÉDIA ACONTECIDA COM A ESTUDANTE DE 25 ANOS_ MICHELLE CHAFFIN CUBEIRO_ E OUTROS CASOS ANTERIORES. NO FINAL DE SEUS COMENTÁRIOS DEU O VOTO CONDENANDO O RÉU COM A PENA DE RECLUSÃO DE 2 ANOS E 8 MESES QUE PODERIAM SER CONVERTIDOS EM DOAÇÕES DE CESTAS BÁSICAS OU TRABALHO COMUNITÁRIO.  III-                APÓS O VOTO DO RELATOR FOI DADA A PALAVRA AO REVISOR DES. JOÃO ZIRALDO MAIA QUE VOTOU A FAVOR DA ABSOLVIÇÃO DO RÉU.  IV-               A SEGUIR FOI DADA A PALAVRA  A DES. KÁTIA MARIA AMARAL JANGUTTA QUE ADIOU SEU VOTO  POR ALEGAR  ESTAR COM DÚVIDAS. O ADVOGADO DE ACUSAÇÃO PERGUNTOU A DESEMBARGADORA SE SERIA MARCADA DATA PARA DAR SEU VOTO E ELA RESPONDEU QUE SERÁ EM PAUTA.  V-                 NA PRÓXIMA TERÇA-FEIRA_ DIA 08 DE OUTUBRO_ ÀS 13H ESTAREMOS PRESENTE NA SEGUNDA CÂMARA CRIMINAL NA EXPECTATIVA DE QUE A DESEMBARGADORA KÁTIA SE PRONUNCIE EM RELAÇÃO AO SEU VOTO. AINDA TEMOS ESPERANÇA DE QUE A JUSTIÇA SEJA FEITA.  VI-               VAMOS INICIAR UM MOVIMENTO PARA A EXTINÇÃO  DO TERMINAL DE EMBARQUE E DESEMBARQUE DE PASSAGEIROS LOCALIZADO NO LARGO DA MISERICÓRDIA  PARA QUE NÃO VENHA ACONTECER COM OUTRAS PESSOAS O QUE ACONTECEU COM NOSSA FILHA. PEDIMOS O APOIO DE TODOS NESSA LUTA.  VII-             TAMBÉM ESTAREMOS APOIANDO E PARTICIPANDO DO MOVIMENTO OCUPA CÂMARA RIO PELA SUSPENSÃO DA COMISSÃO PARLAMENTAR DE INQUÉRITO (CPI) DOS ÔNIBUS_ INSTALADA NA CÂMARA MUNICIPAL DO RIO DE JANEIRO PARA APURAR O ENVOLVIMENTO DOS EMPRESÁRIOS DE ÔNIBUS DO MUNICÍPIO COM O PODER PÚBLICO. E PEDIMOS AOS ORGANIZADORES DO MOVIMENTO QUE NOS PERMITAM ARMAR NOSSA BARRACA NA OCUPAÇÃO. POIS NÃO PODEMOS DEIXAR DE PARTICIPAR DESSA LUTA QUE É DE TODOS NÓS. 	2013-10-07T02:28:41+0000	246347802180679_884036	da2df2c27e828edfaa4f009b94ad93e4800a9a53	0	https://www.facebook.com/photo.php?fbid=682735211756365&set=o.166283443520449&type=1&ref=nf	2013-10-07T16:58:15+0000	0
166283443520449_531734976912130	17bdf3818a49a7a0ae8fb12428da62e3c63cd2c0	Gilmar Mendes e os poucos minutos de lucidez no lamentável “julgamento” do TSE sobre o Rede Sustentabilidade. Pena que ele não foi o primeiro a votar_ quem sabe a sequência não teria sido outra...	2013-10-07T02:15:20+0000	531734976912130_3385499	da2df2c27e828edfaa4f009b94ad93e4800a9a53	0	https://www.facebook.com/photo.php?fbid=682735211756365&set=o.166283443520449&type=1&ref=nf	2013-10-07T16:51:29+0000	0
166283443520449_246335425515250	f887d5a3d3fd8ab7b677d04e65f004f9c2b49bdf	Em princípio_ acho que Maria Silva errou_ mas vou me dar mais tempo para tentar entender e assimilar esse lance. O que mais me preocupa não é isso_ mas o fato de existir muito marineiros no Rede Sustentabilidade_ ou seja_ pessoas acríticas_ que seguem a Marina seja lá para que lado ela for_ seja lá o que ela falar. Seguem de forma automática_ como se a Marina fosse uma líder messiânica_ perfeita e incapaz de cometer grandes erros. Não pensam_ não discordam_ não são capazes de se engajarem na construção de um partido forte_ cuja base seja pessoas pensantes e não seguidores incondicionais da Marina. Por exemplo_ achei uma besteira muita grande ela falar em combater _chavismo do PT_. Isso é discurso de direita. Se ela tomou a decisão de ir para o PSB pela pressão dos políticos profissionais que a cercam e dos empresários que a apoiam_ e isso for uma regra geral dentro da Rede Sustentabilidade_ com nós todos ficando só na platéia quando for a hora de tomar decisões_ o partido já nasce condenado a ser igual aos outros_ apesar dos discursos cheio de boas intenções. Mas_ vou aguardar para ver o rumo que as coisas vão tomar. De repente_ tem massa crítica dentro do partido para dar continuidade ao projeto_ e de uma forma não umbilicalmente ligada a uma única pessoa. Partido em rede não pode condicionar sua existência a um líder. E por favor_ não aceitem ser chamados de _marineiros_. Isso não condiz com o que queremos. Ou será que a maioria se sente confortável sendo chamado de marineiro? Eu prefiro ser chamado de _rede_. Pelo menos enquanto estou vendo que rumo vão tomar as coisas e ainda estou dentro da Rede Sustentabilidade.	2013-10-07T01:05:32+0000	246335425515250_884037	da2df2c27e828edfaa4f009b94ad93e4800a9a53	0	https://www.facebook.com/photo.php?fbid=682735211756365&set=o.166283443520449&type=1&ref=nf	2013-10-07T16:59:55+0000	0
166283443520449_669106163101106	18b38dd9a6892a4a51bf0f9d9735677c8dd995d6	MARINA ESTÁ VIVA POLITICAMENTE_ ENTÃO VIVA MARINA SILVA - MARINA SILVA ESTÁ VIVA - http://observatoriodoagreste.blogspot.com.br/2013/10/marina-esta-viva-entao-viva-marina-silva.html	2013-10-07T00:27:38+0000	669106163101106_113722497	df3f7cdff5dd3c23bccf7444141edc7b172b343e	0	marina viva e a rede morta!!	2013-10-09T00:06:26+0000	0
166283443520449_1424822371070775	97858d71f983c0184ecc197a42a9e8c2909441c9	MARINA foi traída pelo STE   Onde os juízes estão acomunados com o DESgoverno do PT  Visite...	2013-10-06T22:09:11+0000	1424822371070775_121320	5c52952e7145600ee2fd83550bc649a6c9d475a9	0	Minha querida, STE não existe.	2013-10-07T02:01:18+0000	1
166283443520449_1424822371070775	97858d71f983c0184ecc197a42a9e8c2909441c9	MARINA foi traída pelo STE   Onde os juízes estão acomunados com o DESgoverno do PT  Visite...	2013-10-06T22:09:11+0000	1424822371070775_121937	da2df2c27e828edfaa4f009b94ad93e4800a9a53	0	https://www.facebook.com/photo.php?fbid=682735211756365&set=o.166283443520449&type=1&ref=nf	2013-10-07T17:00:27+0000	0
166283443520449_246239668858159	fbddf6a3d56c686f58776bc3452979cee3e66c79	O que levo em consideração quando penso em Marina Silva:   1) Ela dá entrevista para a Folha de São Paulo endossando os fundamentos do pensamento neoliberal.  2) _Sustentabilidade_ é uma palavra que usa sistematicamente_ mas ainda não explicou o que entende pelo conceito. Dado 1. nem precisa explicar porque todo mundo já entendeu.  3) Considera o governo do PT algo que precisa ser combatido_ por ser chavista. Nota: O Capriles_ o maior especialista do mundo em combate do chavismo_ já propôs combater o chavismo com o lulismo.  4) Aliada dos bancos_ da burguesia folclórica_ da classe média violenta_ da globonews. Assumiu o discurso da nova política quando_ na verdade_ estava assumindo só o discurso da direita.  5) Ela_ com os seus supostos vinte por cento_ não conseguiu fundar um partido no prazo. Foi ministra do meio ambiente e não conseguiu fazer nada pela causa ambiental. Não é o exemplo de boa administradora_ mas seus aliados consideram o governo petista incompetente. Os resultados falam por si.   6) Recorreu a Justiça para mudar as regras diante da incompetência e perdeu. Agora se junta um oportunista (de um partido socialista (sic))_ para empreender uma vingança pessoal. O seu partido não é clandestino_ o seu partido não é representativo.  7) Considera quem milita contra como: _uma rede de difamação_. Não querida_ é só liberdade de expressão. Aqueles que acreditam em Darwin costumam defender isso também. Voto em Dilma Rousseff por convicção. 	2013-10-06T16:26:06+0000	246239668858159_882873	d58606d4131f67ff228ee9bdbda073fb5be844ca	0	Eu sou petista e estou lendo algumas postagens e posso afirmar sem medo de errar, os membros da #REDE são maiores que a líder. Vão em frente, meninos! Meus sentimentos pela punhalada que levaram.	2013-10-06T23:14:42+0000	1
166283443520449_246239668858159	fbddf6a3d56c686f58776bc3452979cee3e66c79	O que levo em consideração quando penso em Marina Silva:   1) Ela dá entrevista para a Folha de São Paulo endossando os fundamentos do pensamento neoliberal.  2) _Sustentabilidade_ é uma palavra que usa sistematicamente_ mas ainda não explicou o que entende pelo conceito. Dado 1. nem precisa explicar porque todo mundo já entendeu.  3) Considera o governo do PT algo que precisa ser combatido_ por ser chavista. Nota: O Capriles_ o maior especialista do mundo em combate do chavismo_ já propôs combater o chavismo com o lulismo.  4) Aliada dos bancos_ da burguesia folclórica_ da classe média violenta_ da globonews. Assumiu o discurso da nova política quando_ na verdade_ estava assumindo só o discurso da direita.  5) Ela_ com os seus supostos vinte por cento_ não conseguiu fundar um partido no prazo. Foi ministra do meio ambiente e não conseguiu fazer nada pela causa ambiental. Não é o exemplo de boa administradora_ mas seus aliados consideram o governo petista incompetente. Os resultados falam por si.   6) Recorreu a Justiça para mudar as regras diante da incompetência e perdeu. Agora se junta um oportunista (de um partido socialista (sic))_ para empreender uma vingança pessoal. O seu partido não é clandestino_ o seu partido não é representativo.  7) Considera quem milita contra como: _uma rede de difamação_. Não querida_ é só liberdade de expressão. Aqueles que acreditam em Darwin costumam defender isso também. Voto em Dilma Rousseff por convicção. 	2013-10-06T16:26:06+0000	246239668858159_882880	fbddf6a3d56c686f58776bc3452979cee3e66c79	0	Não estou convencido se os meninos da rede sabem pensar uma sociedade real. A rede pode ser um conceito muito poderoso de fato, mas a força da rede está em articular força, ideias e sensibilidades reais, outra coisa é o protesto vazio, a indignação provisória, a crítica sem ideia. Assim como o conceito de sustentabilidade que deve decidir se será uma moda, uma ideologia, uma tecnologia, ou um meio de cerrar as fileira daqueles que querem uma sociedade inteiramente outra.	2013-10-06T23:22:51+0000	2
166283443520449_246192735529519	a3cfc662ddd1f26bd009f854d9d7c249b2efab30	_MARINA PRESIDENTE_ e _EDUARDO CAMPOS_ VICE_ ESTA É A CHAPA QUE QUEREMOS.	2013-10-06T13:42:51+0000	246192735529519_882267	5c52952e7145600ee2fd83550bc649a6c9d475a9	0	Essa Marina é bizonha. Cria um partido que "não é partido", e "não de esquerda, nem de direita nem de centro". Além disso, mistura o discurso do ambientalismo com um evangelismo à la Tea Party, tudo isso temperado com um ar "intelectual" para atingir os riquinhos que andam de bike com googlass pela cidade.	2013-10-06T15:43:02+0000	0
